ID,Homepage _Duration,Aboutus_Duration,Contactus,BounceRates,ExitRates,PageValues,SpecialDay,TrafficType,Weekend,Nov,A,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,New_Visitor,Other,Returning_Visitor
568,0,0,21,0,0.038095238,0,0.6,4,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
569,0,0,11,0.014814815,0.059259259,0,0,11,FALSE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
570,0,0,8,0.01,0.04,10.99901844,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
571,0,0,27,0.014814815,0.022222222,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
572,175.1,0,3,0,0.011111111,0,0,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
573,0,7,23,0,0.012,0,0.8,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
574,50,0,24,0,0.003846154,0,0,2,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
575,0,0,35,0.005714286,0.028571429,0,0,2,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
576,0,300,13,0.006666667,0.002222222,40.7932,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
577,268.4166667,0,41,0,0.011904762,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
578,0,0,11,0,0.018181818,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
579,0,0,74,0.002702703,0.009113578,0,0,3,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,604.73,0,63,0,0.006712329,0,0,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
581,0,0,1,0.2,0.2,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,0,0,40,0.004166667,0.033880952,0,0,11,FALSE,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
583,1715,0,20,0,0.002898551,0,0,8,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
584,316.1405025,321.6666667,287,0.000668896,0.006998399,1.088158231,0,8,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
585,68.75,0,137,0.003165468,0.014745252,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
586,34.25,0,55,0.003636364,0.016363636,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
587,69.5,0,21,0.027272727,0.043939394,0,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
588,0,0,1,0.2,0.2,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
589,0,0,29,0.013793103,0.028965517,0,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
590,0,0,6,0,0.016666667,0,0,20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
591,15,0,3,0,0.05,0,0,8,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
592,0,0,50,0,0.009,0,0,8,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
593,706.5566667,0,53,0.007017544,0.024948268,0,0,1,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
594,0,0,12,0,0.005555556,0,0,4,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
595,105.2083333,139.5,98,0.003543956,0.02462704,0,0,3,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,0,0,21,0,0.01,91.246,0,3,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
597,0,0,26,0,0.020833333,20.79483821,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
598,159,0,3,0,0.014285714,0,0,2,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
599,76.5,66,16,0,0.014736842,0,0,3,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
600,0,0,1,0.2,0.2,0,0.6,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
601,32.5,0,24,0,0.014666667,14.57483754,0,3,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
602,4,0,22,0,0.01037037,1.453922921,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
603,215.5,0,61,0.004761905,0.020740741,0,0.6,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
604,0,0,81,0.004938272,0.024773663,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
605,50.5,7,27,0,0.009677419,0,0,8,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
606,0,0,7,0,0.023809524,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
607,0,0,48,0.012244898,0.01877551,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
608,0,0,11,0.018181818,0.063636364,0,0,1,FALSE,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
609,107.7,0,14,0,0.010526316,0,0,5,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
610,113.25,19,23,0.022222222,0.033333333,95.35469341,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
611,7,364.9166667,248,0.004316069,0.015735624,1.26665917,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
612,221.7279167,144.2,136,0.011252599,0.031851593,2.045137389,0,1,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
613,4,0,13,0.024615385,0.061538462,0,0.6,5,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
614,46,0,59,0,0.013559322,0,0,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
615,0,0,11,0.036363636,0.040909091,27.31510469,0,1,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
616,0,0,40,0.018392857,0.041198413,0,0,6,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
617,173.2632132,0,49,0.02384954,0.023755148,20.6672459,0,1,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
618,260.25,0,31,0.017142857,0.039047619,15.108543,0,3,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
619,31,515,4,0,0.008333333,0,0,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
620,876.2333333,625.5,34,0,0.013800705,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
621,28.5,0,79,0.002597403,0.007748918,0,0,3,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
622,44,0,54,0.005357143,0.022619048,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
623,279.5,0,14,0,0.010526316,0,0,2,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
624,0,0,20,0.011111111,0.025925926,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
625,237.8333333,23,82,0.002325581,0.010385835,8.495651163,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
626,44,0,56,0,0.014545455,13.81852727,0,3,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
627,0,0,10,0.02,0.056666667,0,0.6,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
628,0,0,11,0.083333333,0.116666667,0,0,3,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
629,0,0,1,0.2,0.2,0,0,3,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
630,0,51.5,31,0.003225806,0.027956989,0,0,13,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
631,0,0,23,0.019047619,0.050793651,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
632,0,0,2,0,0.1,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
633,363.3333333,0,59,0.001538462,0.011431235,54.65714872,0,4,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
634,0,0,1,0.2,0.2,0,0,1,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
635,0,0,28,0.028571429,0.089285714,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
636,5,0,13,0,0.003571429,0,0,2,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
637,0,0,25,0.012,0.040977778,0,0.4,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
638,0,17,8,0.022222222,0.044444444,0,0.6,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
639,88,0,11,0,0.022222222,0,0,4,FALSE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
640,771.9285714,214.1666667,39,0.000833333,0.012361111,52.05165,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
641,303.2,0,13,0,0.016666667,0,0,2,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
642,7,0,39,0.005405405,0.019099099,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
643,107.4285714,0,59,0.014385965,0.041993382,5.71562257,0,7,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
644,0,0,3,0,0.033333333,0,0,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
645,497.75,10,51,0,0.015536723,15.35760339,0,5,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
646,0,0,1,0.2,0.2,0,0,1,FALSE,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
647,0,0,48,0.020138889,0.034791667,0,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
648,0,0,26,0.001923077,0.024166667,0,1,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
649,64.66666667,0,50,0,0.003773585,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
650,0,0,15,0,0.014285714,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
651,0,663.9166667,47,0.005769231,0.033243423,0,0,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
652,63,0,35,0,0.005405405,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
653,0,0,16,0.023529412,0.052941176,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
654,0,0,35,0.02,0.039269841,14.96432,0,20,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
655,36,0,34,0.013541667,0.034895833,0,0.6,4,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
656,0,0,12,0,0.016666667,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
657,0,0,1,0.2,0.2,0,0,2,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
658,9,0,13,0.014285714,0.051190476,0,0,11,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
659,0,0,14,0,0.003846154,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
660,0,0,23,0,0.007971014,0,0,13,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
661,0,0,3,0.066666667,0.1,0,0,11,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
662,0,0,4,0,0.05,0,0,2,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
663,114.2,0,26,0,0.008800253,0,0,2,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
664,-1,-1,1,0.2,0.2,0,0,1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
665,59.52777778,124.25,156,0.001234568,0.008928986,20.50963783,0,1,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
666,154.5,0,21,0,0.047222222,0,0,4,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
667,0,0,9,0,0.033333333,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
668,0,0,14,0.042857143,0.066666667,0,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
669,233.475,0,118,0,0.012659622,14.67198629,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
670,7,0,151,0.00917226,0.0210895,0,0.6,15,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
671,0,0,4,0,0.04,46.06937312,0,20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
672,273,1,10,0.044444444,0.043386243,0,0,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
673,0,0,8,0.025,0.075,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
674,44,0,15,0.0125,0.0125,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
675,0,0,2,0.2,0.2,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
676,92.5625,0,2,0,0.022222222,0,0,8,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
677,0,0,21,0.00952381,0.041269841,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
678,0,0,12,0,0.016666667,0,0.8,1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
679,0,0,2,0.066666667,0.166666667,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
680,34.5,0,17,0,0.014035088,0,0,2,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
681,0,0,2,0.2,0.2,0,0,1,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
682,0,93,30,0.012903226,0.035483871,0,0.2,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
683,0,0,30,0,0.015,0,0,4,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
684,64.5,0,28,0.013793103,0.02454844,0,0,7,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
685,344.4922161,271.25,182,0.000968661,0.006829256,16.27511574,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
686,187,41,48,0.000606061,0.011616162,16.71534488,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
687,20.2,0,77,0.002597403,0.017041847,18.74860165,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
688,44.5,0,18,0,0.035,20.394,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
689,0,0,52,0.001282051,0.030448718,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
690,0,0,8,0,0.025,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
691,0,0,8,0.025,0.1,0,0.8,3,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
692,0,0,24,0.013043478,0.024378882,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
693,0,0,27,0.007692308,0.051923077,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
694,0,0,42,0.01,0.016547619,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
695,377,0,14,0,0.013333333,0,0,15,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
696,0,0,23,0.025,0.036666667,0,0,2,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
697,202.4,0,22,0.007142857,0.032738095,8.052231522,0,2,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
698,87.25,0,56,0.032738095,0.063214286,0,0.8,3,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
699,64,0,15,0,0.007142857,0,0,2,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
700,147,0,2,0,0.05,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
701,224,0,33,0.005714286,0.01968254,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
702,45,0,42,0,0.007317073,0,0,4,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
703,338,0,17,0.0125,0.0375,19.23625,0.8,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
704,0,0,30,0,0.013333333,65.29516039,0,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
705,0,0,3,0.066666667,0.1,0,0,13,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
706,182.0833333,0,15,0,0.01,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
707,56.4,7,72,0.015492958,0.032253521,4.286743658,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
708,63.75,0,13,0,0.012150434,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
709,155,0,60,0.000287356,0.019676875,0,0.4,1,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
710,623.5,0,122,0.01312,0.016953816,0,0,2,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
711,0,0,1,0.2,0.2,0,0,2,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
712,0,0,12,0,0.033333333,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
713,0,0,48,0.008333333,0.034166667,0,0,2,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
714,33.5,0,15,0,0.011111111,0,0,8,FALSE,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
715,17.6,0,12,0,0.019230769,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
716,27.5,0,37,0.001851852,0.040162037,0,0,10,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
717,0,0,20,0.01,0.021666667,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
718,21.2,0,53,0.011538462,0.03514652,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
719,0,0,6,0.1,0.133333333,0,0,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,0,0,11,0.127272727,0.142424242,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
721,0,0,6,0.011111111,0.077777778,0,0,6,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
722,0,0,27,0,0.012345679,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
723,36,0,15,0,0.004444444,0,0,8,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
724,0,0,12,0.016666667,0.066666667,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
725,0,0,21,0,0.020408163,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
726,0,0,98,0.006122449,0.027110844,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
727,471.25,0,21,0,0.010666667,44.98081787,0,8,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
728,0,0,17,0.0125,0.035416667,0,0,1,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
729,85,0,3,0,0.05,0,0,8,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
730,0,0,15,0.02,0.042222222,0,0.8,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
731,20.75,0,22,0.002777778,0.019722222,62.51664293,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
732,0,0,56,0,0.018571429,0,0,2,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
733,57,0,42,0,0.00968254,26.98362279,0,1,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
734,291.2357143,0,36,0,0.002845528,87.30695843,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
735,0,0,2,0,0.1,0,0,6,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
736,0,0,3,0.1,0.111111111,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
737,4,0,19,0,0.011764706,33.788,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
738,0,0,19,0.004210526,0.036090226,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
739,103.625,0,14,0,0.018039216,0,0.2,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
740,0,0,5,0,0.05,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
741,47,0,20,0.017391304,0.023671498,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
742,227,0,2,0,0.025,0,0,10,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
743,0,0,5,0,0.04,0,0,3,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
744,417.25,0,42,0,0.024074074,0,1,3,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,0,0,14,0.014285714,0.047619048,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
746,0,0,15,0.028571429,0.035714286,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
747,127.4166667,0,162,0.001905069,0.021987823,0,0,1,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
748,70.6,0,27,0,0.007407407,79.51302667,0,3,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
749,0,0,19,0.011111111,0.02962963,0,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
750,667.25,0,4,0,0.01,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
751,36.2,52,4,0.057142857,0.057142857,0,0,4,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
752,0,0,12,0.016666667,0.033333333,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
753,0,0,2,0,0.1,0,0,3,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
754,0,0,3,0.066666667,0.133333333,0,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
755,13.75,0,32,0.000840336,0.027058824,22.95499447,0,6,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
756,100,0,22,0,0.008695652,101.3721739,0,4,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
757,18,6,10,0,0.015384615,0,0,5,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
758,0,0,18,0.0125,0.025,0,0.6,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
